   Pwr.(w),TFR (mg/min),O2-Lo (cc/m),Temp(C),Pres.(torr),Space(mils),Total He Carrier (sccm),k value
990.0,4500.0,278.0,280.0,9.2,380.0,1125.0,2.8137902798784067
700.0,4400.0,263.0,380.0,6.7,380.0,850.0,3.363260282398115
470.0,1300.0,98.0,300.0,10.2,380.0,1000.0,2.961717691435709
900.0,4200.0,358.0,340.0,9.2,380.0,1150.0,3.3445003539374674
590.0,4100.0,43.0,380.0,5.2,380.0,850.0,3.1765543371896094
850.0,3800.0,73.0,360.0,7.7,380.0,1150.0,3.4283669891245907
750.0,4600.0,133.0,340.0,7.7,380.0,1325.0,3.3239846772143333
420.0,1400.0,148.0,320.0,9.2,380.0,700.0,2.7743867197490912
490.0,1500.0,188.0,380.0,7.7,380.0,475.0,3.836056591992759
860.0,3800.0,133.0,380.0,7.7,380.0,1300.0,3.763600593327732
690.0,4700.0,268.0,380.0,6.7,380.0,750.0,3.069287058410948
580.0,4600.0,13.0,380.0,7.7,380.0,1000.0,3.958441279193803
470.0,4600.0,148.0,380.0,6.7,380.0,575.0,3.0891962424310613
530.0,4500.0,28.0,360.0,7.7,380.0,1300.0,3.5513360278595663
1020.0,800.0,278.0,280.0,9.2,380.0,900.0,3.6888778532410265
680.0,5400.0,13.0,340.0,9.7,380.0,725.0,2.8286015159999436
730.0,4800.0,63.0,380.0,5.2,380.0,550.0,3.3161497048758846
830.0,3200.0,48.0,380.0,9.2,380.0,1275.0,3.3668020463623787
770.0,3900.0,78.0,320.0,8.2,380.0,1225.0,3.6698294740421233
390.0,2300.0,158.0,380.0,6.2,380.0,800.0,3.509978048983295
760.0,4000.0,223.0,380.0,4.7,380.0,500.0,3.520618553396006
200.0,3200.0,98.0,380.0,7.7,380.0,575.0,3.015420100310304
750.0,3000.0,143.0,380.0,4.7,380.0,600.0,3.093490326453462
560.0,4300.0,158.0,380.0,7.7,380.0,800.0,2.8715771656845845
990.0,600.0,68.0,300.0,8.2,380.0,1400.0,3.6398065449233488
640.0,4900.0,408.0,380.0,5.7,380.0,700.0,3.0800304820177065
1030.0,900.0,188.0,320.0,9.7,380.0,675.0,3.0227091242155195
1040.0,4700.0,348.0,320.0,9.2,380.0,875.0,3.0426910267885177
910.0,3100.0,108.0,320.0,10.2,380.0,1325.0,3.439250137595315
590.0,2200.0,138.0,380.0,7.7,380.0,1350.0,3.8608979967267283
1000.0,700.0,213.0,320.0,8.2,380.0,1450.0,3.489599522424152
550.0,1000.0,113.0,380.0,5.2,380.0,1350.0,3.504178070804663
670.0,5000.0,123.0,360.0,8.7,380.0,1325.0,3.6344211469860923
520.0,3500.0,23.0,360.0,9.2,380.0,950.0,2.7556340864794557
720.0,3700.0,38.0,380.0,5.7,380.0,725.0,3.2084740446427515
700.0,4900.0,168.0,380.0,6.7,380.0,1350.0,3.0426373998695455
340.0,4900.0,28.0,380.0,8.2,380.0,525.0,3.0084813545944664
480.0,1000.0,43.0,280.0,9.2,380.0,1275.0,3.513257390136624
890.0,4400.0,103.0,340.0,8.7,380.0,1100.0,2.907218729718876
280.0,5400.0,133.0,380.0,7.7,380.0,1125.0,3.1328249570472098
710.0,4300.0,303.0,380.0,6.7,380.0,675.0,3.6688332081545245
720.0,3500.0,258.0,360.0,8.7,380.0,1050.0,3.3376542550786805
320.0,4000.0,173.0,380.0,7.7,380.0,725.0,3.1068975004655126
610.0,4500.0,393.0,380.0,5.7,380.0,800.0,3.684405892481289
590.0,1400.0,158.0,340.0,8.7,380.0,800.0,2.8131734119444407
1000.0,4500.0,118.0,340.0,7.7,380.0,1400.0,3.220484969494884
980.0,1100.0,373.0,380.0,5.2,380.0,1250.0,3.9090939630033916
730.0,2600.0,103.0,380.0,7.7,380.0,750.0,3.2668604490798314
560.0,2200.0,133.0,360.0,8.2,380.0,1425.0,3.4318630321149737
530.0,4300.0,133.0,380.0,4.7,380.0,650.0,3.8642247484335415
670.0,3000.0,33.0,340.0,10.2,380.0,1375.0,3.086572089441377
910.0,3700.0,38.0,380.0,10.2,380.0,1200.0,2.9450000495597424
590.0,5400.0,178.0,380.0,7.7,380.0,600.0,3.7187798255138875
900.0,3900.0,43.0,380.0,4.7,380.0,650.0,3.8321201781945584
850.0,1500.0,153.0,280.0,10.2,380.0,900.0,3.6186731449461544
210.0,4900.0,43.0,380.0,7.2,380.0,1025.0,3.3588881808190876
470.0,700.0,33.0,380.0,4.7,380.0,1425.0,4.3953531222566555
900.0,3800.0,118.0,300.0,7.7,380.0,1075.0,3.4808269071433684
390.0,5000.0,98.0,380.0,8.7,380.0,850.0,3.7354662262288847
400.0,5400.0,28.0,320.0,8.7,380.0,1000.0,3.111597279382311
550.0,1300.0,213.0,380.0,6.7,380.0,650.0,3.474617352718868
390.0,3700.0,138.0,380.0,6.2,380.0,625.0,3.481167044524728
410.0,2900.0,78.0,380.0,7.7,380.0,850.0,3.443812527905255
780.0,4600.0,43.0,380.0,9.7,380.0,1175.0,3.213041322127416
890.0,4800.0,318.0,380.0,4.7,380.0,900.0,3.749989689071432
310.0,4200.0,33.0,380.0,6.2,380.0,1450.0,3.691783501823327
880.0,4600.0,253.0,380.0,5.2,380.0,900.0,3.2599035558524028
520.0,5200.0,13.0,380.0,9.2,380.0,1125.0,3.8142264949555504
980.0,1500.0,143.0,320.0,9.2,380.0,700.0,3.3284021421900496
440.0,4300.0,118.0,380.0,5.2,380.0,1375.0,3.0507100260311955
610.0,4100.0,63.0,360.0,9.7,380.0,1200.0,2.8959130279735743
520.0,4300.0,173.0,380.0,6.7,380.0,1450.0,3.009387305031919
590.0,5200.0,113.0,360.0,8.7,380.0,1225.0,2.7305528263502215
790.0,4900.0,23.0,320.0,10.2,380.0,675.0,3.3820571355211655
390.0,3200.0,28.0,380.0,9.7,380.0,1225.0,3.201665711258932
400.0,1300.0,28.0,280.0,9.2,380.0,1425.0,3.5842787607296804
690.0,5100.0,178.0,380.0,6.2,380.0,625.0,2.8933791486515963
840.0,3500.0,338.0,380.0,4.7,380.0,500.0,3.8420987623960796
650.0,4300.0,88.0,380.0,7.7,380.0,950.0,3.253335897227313
460.0,4400.0,38.0,380.0,6.7,380.0,1175.0,3.2537681225257074
380.0,1900.0,58.0,360.0,9.2,380.0,950.0,3.1853904934565986
960.0,4500.0,283.0,320.0,7.7,380.0,975.0,2.911791537076983
650.0,4600.0,128.0,380.0,7.7,380.0,775.0,3.5616568540858164
1010.0,5000.0,303.0,320.0,8.2,380.0,775.0,3.350046046470174
390.0,4900.0,33.0,360.0,10.2,380.0,1350.0,3.434404781204474
710.0,1200.0,143.0,300.0,10.2,380.0,550.0,3.6258955567223166
810.0,3200.0,128.0,320.0,9.7,380.0,1150.0,3.725706203152037
800.0,3900.0,443.0,380.0,4.7,380.0,825.0,3.555297156439544
570.0,4000.0,38.0,320.0,9.2,380.0,1450.0,3.5999600284801154
440.0,3200.0,183.0,340.0,8.7,380.0,1425.0,3.529835770933184
380.0,1900.0,48.0,380.0,10.2,380.0,550.0,2.857304058018636
920.0,3800.0,173.0,300.0,8.7,380.0,1200.0,2.898088413694763
640.0,5100.0,73.0,380.0,7.7,380.0,925.0,2.9695140399398894
350.0,3600.0,23.0,320.0,7.7,380.0,1425.0,3.7412424599204432
570.0,1200.0,103.0,340.0,9.7,380.0,625.0,3.00579921896468
500.0,3300.0,18.0,360.0,8.2,380.0,1100.0,3.106389351354651
870.0,4500.0,203.0,340.0,8.7,380.0,1175.0,2.964830791959496
840.0,4000.0,133.0,360.0,9.7,380.0,975.0,2.8105564494920396
580.0,5200.0,78.0,380.0,6.7,380.0,1175.0,3.5517070349281035
280.0,5100.0,28.0,380.0,8.7,380.0,1150.0,3.608586176687427
570.0,4500.0,18.0,380.0,4.7,380.0,725.0,3.278401640675807
730.0,1300.0,163.0,320.0,8.7,380.0,800.0,3.5625221753197653
450.0,3100.0,53.0,380.0,6.7,380.0,800.0,3.377633256266371
880.0,4500.0,53.0,320.0,9.7,380.0,1075.0,3.371256733171653
910.0,1300.0,258.0,320.0,8.7,380.0,775.0,3.7407714444114224
740.0,3400.0,148.0,380.0,5.2,380.0,525.0,3.462616509257395
990.0,4600.0,88.0,340.0,8.2,380.0,650.0,3.5384073340055826
670.0,4400.0,153.0,360.0,7.7,380.0,1475.0,3.4624442464159646
660.0,3600.0,218.0,360.0,8.2,380.0,1300.0,3.1002360179697086
540.0,4300.0,48.0,380.0,9.7,380.0,625.0,3.202392042028971
920.0,4700.0,358.0,340.0,7.7,380.0,1250.0,3.0385615595781412
1030.0,900.0,313.0,380.0,5.2,380.0,1150.0,4.242848239144122
780.0,4100.0,108.0,360.0,10.2,380.0,1100.0,3.1127281205624575
980.0,4300.0,13.0,340.0,9.2,380.0,1225.0,3.219154624699941
890.0,4600.0,313.0,380.0,5.2,380.0,950.0,3.6863748518949677
970.0,5200.0,268.0,340.0,9.7,380.0,1200.0,2.970614809547983
1040.0,5100.0,63.0,360.0,8.7,380.0,1150.0,3.6553423554548012
820.0,3700.0,28.0,320.0,10.2,380.0,1375.0,3.42215760479857
740.0,4800.0,258.0,380.0,5.2,380.0,1175.0,3.1026863010107744
560.0,2100.0,58.0,360.0,8.2,380.0,825.0,3.5307251759904075
920.0,4600.0,353.0,360.0,9.2,380.0,975.0,2.948298816706169
390.0,900.0,133.0,300.0,6.7,380.0,675.0,3.566843051074849
760.0,3500.0,328.0,380.0,5.2,380.0,500.0,3.2690700324477024
420.0,1500.0,93.0,380.0,9.7,380.0,800.0,2.871845566309457
860.0,4300.0,323.0,380.0,5.2,380.0,1025.0,3.390126533492179
990.0,5200.0,283.0,320.0,9.2,380.0,625.0,3.3370308962601283
590.0,1800.0,153.0,360.0,10.2,380.0,975.0,3.5873668571270665
610.0,5100.0,168.0,380.0,5.7,380.0,625.0,3.5681646514457968
260.0,900.0,128.0,360.0,4.7,380.0,1450.0,3.787846861117047
430.0,4100.0,83.0,380.0,7.7,380.0,750.0,3.287318247019452
600.0,1200.0,43.0,340.0,10.2,380.0,600.0,2.9466758668572015
370.0,3800.0,88.0,380.0,7.7,380.0,1200.0,3.5969428321961425
290.0,1200.0,113.0,380.0,5.7,380.0,600.0,3.321462215665075
640.0,1100.0,178.0,300.0,9.2,380.0,1225.0,3.135731868640347
650.0,5000.0,168.0,380.0,4.7,380.0,900.0,3.6766180890900038
540.0,5400.0,33.0,360.0,8.7,380.0,1300.0,2.78717096330659
560.0,1000.0,148.0,300.0,9.7,380.0,1225.0,2.8795696107804996
570.0,4300.0,133.0,380.0,7.7,380.0,650.0,2.851153201620771
920.0,4800.0,158.0,320.0,9.2,380.0,1425.0,2.7683827759252977
880.0,1000.0,58.0,280.0,9.7,380.0,1150.0,3.320530183037249
410.0,3600.0,18.0,380.0,8.2,380.0,650.0,3.685960100114755
510.0,3300.0,113.0,340.0,8.2,380.0,1350.0,3.2035809025442292
320.0,1300.0,48.0,380.0,6.7,380.0,575.0,3.835505006964088
560.0,900.0,38.0,300.0,9.2,380.0,1300.0,3.4280847176540337
960.0,4600.0,413.0,360.0,9.2,380.0,1150.0,3.4556076621175524
300.0,1100.0,8.0,380.0,6.7,380.0,1275.0,3.9211715250001142
390.0,3100.0,48.0,380.0,5.7,380.0,800.0,3.350784266808178
910.0,5000.0,378.0,380.0,5.2,380.0,1050.0,3.7958852576985653
400.0,1100.0,118.0,340.0,9.7,380.0,975.0,2.952497001581146
670.0,4300.0,78.0,380.0,6.2,380.0,1400.0,3.1078161451534627
890.0,5300.0,43.0,340.0,8.2,380.0,1425.0,3.743480137363391
840.0,3500.0,98.0,340.0,8.2,380.0,850.0,3.547274688195017
500.0,900.0,68.0,320.0,7.7,380.0,800.0,3.1187099268697214
970.0,4700.0,233.0,380.0,7.7,380.0,925.0,3.4364524990618905
940.0,4700.0,38.0,320.0,8.2,380.0,1325.0,3.788358885960098
1030.0,5400.0,253.0,380.0,4.7,380.0,875.0,3.762034808748984
490.0,1700.0,108.0,360.0,8.2,380.0,1000.0,3.566236376189567
200.0,4600.0,38.0,380.0,6.7,380.0,1100.0,3.617755367476815
960.0,4800.0,288.0,360.0,9.2,380.0,625.0,2.8694546885840757
1000.0,5400.0,313.0,320.0,7.7,380.0,700.0,3.368505198617547
990.0,5000.0,328.0,320.0,9.7,380.0,1150.0,3.265990095081579
690.0,1000.0,58.0,300.0,6.7,380.0,525.0,2.81645241331148
890.0,5000.0,253.0,340.0,7.7,380.0,1125.0,3.322558766980696
550.0,1200.0,73.0,340.0,10.2,380.0,800.0,3.6622064033244857
630.0,5400.0,33.0,380.0,9.2,380.0,825.0,3.192720458705769
580.0,1000.0,153.0,320.0,8.7,380.0,1300.0,3.7954887423716377
450.0,2400.0,73.0,360.0,8.7,380.0,725.0,3.13316415189448
910.0,600.0,38.0,300.0,10.2,380.0,1375.0,3.3868324916376564
920.0,4700.0,113.0,360.0,9.7,380.0,1425.0,3.45169632505173
810.0,900.0,203.0,320.0,10.2,380.0,800.0,2.940983953636402
830.0,4600.0,398.0,380.0,5.7,380.0,675.0,3.193888310974269
270.0,1000.0,138.0,320.0,9.7,380.0,1225.0,3.350375138725163
310.0,900.0,8.0,380.0,4.7,380.0,900.0,4.195608037420421
930.0,4500.0,118.0,380.0,5.2,380.0,1325.0,3.584566693666952
550.0,2300.0,28.0,380.0,9.7,380.0,550.0,2.9348300771092113
780.0,3500.0,188.0,380.0,7.7,380.0,925.0,3.180989624316031
970.0,5300.0,28.0,340.0,9.2,380.0,1100.0,3.215951061138358
590.0,1500.0,28.0,300.0,6.7,380.0,650.0,3.5327263642467015
540.0,1100.0,213.0,300.0,8.7,380.0,825.0,3.3076521161578962
870.0,1200.0,173.0,380.0,5.2,380.0,1400.0,3.838241098219173
570.0,2100.0,33.0,380.0,10.2,380.0,1300.0,3.7771716738355816
840.0,900.0,263.0,380.0,5.2,380.0,1275.0,3.777838534732063
510.0,5300.0,48.0,380.0,6.2,380.0,1025.0,3.155670441491477
820.0,900.0,103.0,280.0,9.2,380.0,850.0,3.6620680884319246
730.0,2700.0,23.0,360.0,10.2,380.0,1400.0,3.1169952300051538
710.0,2400.0,53.0,360.0,9.7,380.0,1425.0,2.823357031715223
530.0,1500.0,158.0,340.0,8.2,380.0,700.0,3.149489336040349
220.0,1300.0,38.0,380.0,6.2,380.0,850.0,3.6371076673783507
520.0,1300.0,13.0,380.0,9.2,380.0,600.0,3.5725511898288236
680.0,5300.0,103.0,380.0,7.7,380.0,1450.0,2.8644032719109167
660.0,2300.0,188.0,360.0,8.7,380.0,1250.0,3.544239367409467
750.0,4800.0,58.0,380.0,6.7,380.0,1325.0,3.4461788798406414
1000.0,4900.0,213.0,380.0,5.2,380.0,725.0,3.6093767220473567
690.0,3500.0,48.0,340.0,9.2,380.0,1175.0,3.0059103548592736
220.0,1800.0,58.0,380.0,6.2,380.0,800.0,2.8184194315489917
730.0,3900.0,13.0,340.0,9.2,380.0,1175.0,3.03495564752039
650.0,2400.0,143.0,340.0,7.7,380.0,900.0,3.4454779285616084
900.0,3400.0,118.0,320.0,10.2,380.0,1475.0,3.0906363936724386
640.0,1500.0,158.0,320.0,9.2,380.0,675.0,3.6269015950858763
670.0,1500.0,243.0,320.0,9.7,380.0,700.0,2.975510992234816
540.0,1000.0,38.0,300.0,8.7,380.0,975.0,3.6882461964807796
900.0,3300.0,83.0,320.0,8.7,380.0,1225.0,3.6532641155691206
890.0,1200.0,123.0,280.0,9.7,380.0,800.0,2.790632567316158
890.0,4900.0,138.0,380.0,7.7,380.0,950.0,2.879574132880621
800.0,4000.0,288.0,320.0,7.7,380.0,1050.0,3.3019458398809682
1000.0,4700.0,158.0,380.0,5.2,380.0,1125.0,3.2849902610705257
410.0,1900.0,118.0,380.0,6.7,380.0,750.0,3.057089759377641
910.0,3000.0,33.0,380.0,7.7,380.0,900.0,3.2774317440269876
600.0,5200.0,53.0,320.0,8.2,380.0,1225.0,3.4680717847515496
890.0,1400.0,98.0,320.0,9.2,380.0,1025.0,3.4776375467116694
670.0,1000.0,88.0,380.0,5.7,380.0,1300.0,3.5373470125868627
650.0,1900.0,238.0,340.0,8.7,380.0,800.0,3.3486941571863325
510.0,1200.0,53.0,380.0,10.2,380.0,1275.0,3.323625560937599
930.0,3300.0,288.0,380.0,4.7,380.0,1225.0,3.8378341104444993
460.0,1700.0,148.0,380.0,6.7,380.0,575.0,3.53303381920893
840.0,3100.0,128.0,340.0,9.2,380.0,1125.0,3.3938493018579603
850.0,5000.0,68.0,320.0,9.2,380.0,1150.0,2.9581462335436344
820.0,4300.0,48.0,380.0,4.7,380.0,1075.0,3.2713802197664457
670.0,2900.0,98.0,380.0,7.7,380.0,1300.0,3.1557159998790842
780.0,3600.0,158.0,380.0,4.7,380.0,575.0,3.165265117850418
720.0,4300.0,413.0,380.0,5.2,380.0,900.0,3.901255069826925
720.0,4800.0,118.0,380.0,5.7,380.0,625.0,3.8505432093691327
870.0,4000.0,48.0,300.0,10.2,380.0,1125.0,2.785526186465384
620.0,2500.0,28.0,380.0,5.7,380.0,925.0,3.889281769642962
840.0,3500.0,28.0,360.0,8.2,380.0,1375.0,3.8401800832647037
630.0,2200.0,138.0,360.0,8.2,380.0,850.0,3.3138893502788624
390.0,3600.0,308.0,380.0,6.7,380.0,700.0,2.959586815082832
920.0,5300.0,383.0,340.0,10.2,380.0,975.0,3.0625883925831565
530.0,3200.0,13.0,340.0,9.7,380.0,1025.0,2.9710343828842394
1000.0,4700.0,33.0,380.0,5.2,380.0,525.0,3.8408443695571783
1030.0,4500.0,398.0,380.0,5.7,380.0,1000.0,3.366532155032142
400.0,5400.0,28.0,380.0,9.7,380.0,1400.0,3.482474666349073
760.0,3100.0,103.0,360.0,10.2,380.0,1375.0,3.6649307027065174
610.0,5400.0,33.0,320.0,9.2,380.0,1375.0,3.6743947391742857
800.0,4900.0,178.0,380.0,7.7,380.0,625.0,3.392724047647922
440.0,5300.0,28.0,380.0,9.7,380.0,1325.0,3.170277182192065
830.0,1100.0,38.0,300.0,9.2,380.0,1075.0,3.1316838707364867
810.0,3200.0,23.0,380.0,10.2,380.0,1000.0,3.362512641747637
640.0,800.0,198.0,280.0,9.7,380.0,875.0,2.9225337932997877
820.0,3800.0,168.0,360.0,8.7,380.0,1300.0,3.021240123714178
520.0,3800.0,48.0,360.0,8.2,380.0,925.0,3.1687889944718064
890.0,700.0,13.0,280.0,9.2,380.0,950.0,3.6940642186156327
960.0,5400.0,238.0,360.0,8.2,380.0,850.0,3.6331639638061484
270.0,4500.0,43.0,360.0,7.7,380.0,1275.0,2.991016971768265
880.0,3700.0,78.0,380.0,8.2,380.0,1225.0,2.930524279754235
760.0,3100.0,143.0,320.0,8.2,380.0,875.0,3.728416030964789
670.0,5000.0,53.0,360.0,8.7,380.0,900.0,2.8665450165068425
570.0,5100.0,48.0,380.0,9.7,380.0,1450.0,3.2953986033530844
930.0,4600.0,243.0,380.0,7.7,380.0,675.0,2.907079400725671
380.0,1300.0,53.0,300.0,9.2,380.0,975.0,3.398243181331267
940.0,4400.0,128.0,320.0,7.7,380.0,1300.0,3.7646684443913934
1040.0,4500.0,333.0,380.0,5.2,380.0,1350.0,3.2702672012461056
750.0,1200.0,118.0,320.0,10.2,380.0,875.0,3.3157597320261085
910.0,3700.0,238.0,380.0,5.2,380.0,1025.0,3.3088687298928727
790.0,900.0,173.0,280.0,10.2,380.0,875.0,3.503854326215256
960.0,800.0,93.0,320.0,8.2,380.0,1325.0,3.808990695474212
710.0,5000.0,293.0,380.0,6.7,380.0,1200.0,3.2803594327436554
810.0,3700.0,88.0,360.0,9.2,380.0,1250.0,3.1730228342925937
790.0,4700.0,98.0,340.0,9.7,380.0,1000.0,3.5057116586193193
990.0,5000.0,393.0,340.0,8.7,380.0,550.0,3.6139698377354774
580.0,1500.0,143.0,300.0,8.2,380.0,975.0,3.3481779072109594
750.0,2100.0,133.0,320.0,8.2,380.0,1450.0,3.2556337937953357
380.0,4800.0,203.0,380.0,6.2,380.0,800.0,3.6570833676330827
1010.0,800.0,133.0,320.0,10.2,380.0,1175.0,3.593301658824166
550.0,4900.0,58.0,380.0,6.2,380.0,1175.0,3.85892004011636
970.0,800.0,443.0,300.0,9.7,380.0,775.0,3.0719280873159955
280.0,4100.0,48.0,360.0,9.2,380.0,1400.0,3.485967799657063
420.0,1500.0,23.0,320.0,9.2,380.0,1400.0,3.5560182302626013
630.0,3800.0,88.0,380.0,8.2,380.0,1050.0,2.9999688699946114
430.0,1600.0,183.0,320.0,8.2,380.0,1200.0,2.990373765300244
770.0,3100.0,48.0,300.0,7.7,380.0,1050.0,2.977579287153986
770.0,3500.0,28.0,360.0,9.2,380.0,475.0,2.917564081915101
600.0,4500.0,28.0,380.0,10.2,380.0,600.0,3.4439317784404158
910.0,4300.0,343.0,380.0,5.2,380.0,500.0,3.206168391934973
860.0,4100.0,373.0,380.0,5.2,380.0,725.0,3.3417240247354787
670.0,2500.0,53.0,380.0,8.2,380.0,750.0,3.042594568557686
980.0,4300.0,88.0,340.0,7.7,380.0,1350.0,3.3418120276419536
850.0,4400.0,248.0,380.0,6.2,380.0,675.0,3.2755751175571453
620.0,4100.0,18.0,380.0,5.7,380.0,475.0,3.1666309490531335
690.0,5300.0,58.0,380.0,7.7,380.0,1050.0,3.736686972006858
660.0,900.0,233.0,320.0,10.2,380.0,600.0,3.687848143103832
490.0,1500.0,33.0,320.0,9.2,380.0,1250.0,3.149726455645586
1030.0,5200.0,263.0,340.0,8.2,380.0,1325.0,3.2582263346135205
560.0,1000.0,33.0,380.0,7.7,380.0,1225.0,3.645380211419792
1030.0,4500.0,33.0,380.0,5.7,380.0,1000.0,3.66660020400854
1000.0,4500.0,378.0,340.0,5.2,380.0,1200.0,3.166666867052771
840.0,4900.0,253.0,320.0,7.7,380.0,1250.0,2.7956447064197176
370.0,1000.0,18.0,320.0,8.7,380.0,725.0,3.348854997504385
300.0,1000.0,158.0,300.0,6.7,380.0,1225.0,3.251701072823894
570.0,1200.0,28.0,300.0,4.7,380.0,625.0,3.556209480997686
750.0,3100.0,128.0,380.0,7.7,380.0,625.0,3.6102879691908107
940.0,1000.0,178.0,380.0,4.7,380.0,1400.0,4.081668962372249
800.0,3100.0,23.0,300.0,10.2,380.0,600.0,3.1186399137038223
440.0,5000.0,28.0,380.0,6.2,380.0,1150.0,3.11426957001367
470.0,1800.0,183.0,340.0,8.7,380.0,650.0,2.8015122165121897
590.0,2000.0,43.0,380.0,6.7,380.0,1475.0,3.4276007669072635
690.0,3700.0,23.0,340.0,9.2,380.0,1025.0,3.4847046522687313
880.0,4900.0,338.0,380.0,6.2,380.0,600.0,3.3685634172780015
830.0,1400.0,158.0,320.0,9.7,380.0,675.0,3.231269102862222
840.0,4300.0,288.0,380.0,7.7,380.0,575.0,2.8722088162022392
750.0,4100.0,28.0,320.0,9.2,380.0,550.0,3.0192633490433445
640.0,2400.0,253.0,380.0,6.7,380.0,475.0,2.9935240827155964
950.0,4700.0,308.0,360.0,8.2,380.0,750.0,3.1699213775650357
870.0,3000.0,38.0,380.0,7.7,380.0,1425.0,3.6628754485802677
840.0,5400.0,78.0,380.0,4.7,380.0,550.0,3.4307648103112074
620.0,4300.0,153.0,380.0,6.7,380.0,800.0,3.0494248431600606
510.0,2000.0,53.0,360.0,8.2,380.0,1425.0,2.9590736664096187
470.0,1000.0,153.0,300.0,8.7,380.0,1475.0,3.533206556407571
910.0,5400.0,108.0,360.0,10.2,380.0,1400.0,3.573248435309482
630.0,1000.0,193.0,320.0,9.2,380.0,850.0,3.7051155131021747
530.0,1000.0,183.0,300.0,8.7,380.0,600.0,3.3347841705544785
610.0,4900.0,128.0,340.0,8.2,380.0,1400.0,3.684745548896155
1020.0,1000.0,243.0,320.0,9.2,380.0,500.0,3.510269639421441
640.0,3600.0,103.0,340.0,7.7,380.0,1025.0,3.234107616554264
740.0,4000.0,53.0,380.0,9.7,380.0,1000.0,2.942730260571369
840.0,4600.0,318.0,380.0,7.7,380.0,625.0,3.7046410526154743
580.0,1400.0,83.0,320.0,6.7,380.0,625.0,3.2223021278637356
510.0,1300.0,93.0,340.0,10.2,380.0,975.0,3.419548151598739
760.0,4900.0,58.0,380.0,5.2,380.0,800.0,3.8302866253494736
580.0,900.0,153.0,320.0,8.2,380.0,1425.0,3.7554090191125638
810.0,3100.0,68.0,320.0,10.2,380.0,1400.0,2.821895413215796
760.0,1600.0,38.0,320.0,10.2,380.0,475.0,3.37688195534239
380.0,1600.0,118.0,320.0,6.7,380.0,500.0,3.2200789882426815
810.0,3900.0,323.0,380.0,5.7,380.0,575.0,3.616547613909316
1010.0,5000.0,333.0,300.0,9.7,380.0,875.0,3.549896830059922
530.0,3300.0,38.0,380.0,4.7,380.0,600.0,3.879798843965203
280.0,2700.0,128.0,380.0,7.7,380.0,775.0,3.0603045054865743
980.0,4500.0,98.0,340.0,8.2,380.0,1425.0,3.490850051699903
790.0,2700.0,13.0,380.0,10.2,380.0,600.0,3.5069532562914425
390.0,1100.0,148.0,380.0,6.7,380.0,875.0,4.048644125884228
560.0,1300.0,28.0,320.0,9.2,380.0,700.0,2.8419508428424476
990.0,4400.0,88.0,380.0,5.2,380.0,1075.0,3.551505520509114
640.0,4400.0,188.0,380.0,6.7,380.0,850.0,3.7854349953995654
630.0,4300.0,38.0,340.0,8.2,380.0,1350.0,3.0153315192544423
750.0,5300.0,83.0,360.0,8.7,380.0,1150.0,3.3265559094481194
560.0,3500.0,63.0,380.0,4.7,380.0,1375.0,3.324520167811905
570.0,4900.0,43.0,380.0,6.2,380.0,1175.0,2.962473438496839
890.0,3900.0,178.0,300.0,10.2,380.0,1150.0,3.4999250457611626
990.0,800.0,188.0,380.0,5.2,380.0,1250.0,4.323212682502271
800.0,3800.0,103.0,340.0,7.7,380.0,1350.0,2.7746683749446497
710.0,5200.0,168.0,380.0,4.7,380.0,575.0,3.06617414998502
1030.0,4900.0,318.0,320.0,8.7,380.0,1000.0,3.678816720653839
520.0,3800.0,108.0,380.0,8.2,380.0,1475.0,3.0169742859114668
500.0,2500.0,38.0,360.0,8.7,380.0,1475.0,3.779168756348406
630.0,5300.0,43.0,380.0,6.7,380.0,1450.0,3.264893820041355
620.0,4500.0,203.0,380.0,6.7,380.0,850.0,3.449970296705493
630.0,5200.0,113.0,360.0,10.2,380.0,1325.0,3.270972596406333
1040.0,4600.0,428.0,320.0,8.2,380.0,825.0,3.383756993738044
970.0,5300.0,103.0,360.0,8.7,380.0,1075.0,2.922309278278219
840.0,4400.0,418.0,380.0,4.7,380.0,1225.0,3.280275437105874
990.0,4800.0,63.0,380.0,5.2,380.0,950.0,3.8315880756161227
590.0,4800.0,53.0,320.0,8.7,380.0,875.0,3.3578762409309677
1000.0,5400.0,308.0,380.0,4.7,380.0,600.0,3.347941123689999
950.0,1000.0,113.0,300.0,9.2,380.0,900.0,3.384607259420997
570.0,3700.0,123.0,380.0,6.7,380.0,1350.0,3.727896929707077
740.0,3500.0,313.0,380.0,7.7,380.0,625.0,3.722136569437446
730.0,4300.0,113.0,380.0,4.7,380.0,1150.0,2.994145314799873
920.0,4800.0,113.0,340.0,9.2,380.0,1175.0,3.116240165323434
580.0,4700.0,103.0,380.0,6.7,380.0,1125.0,3.7780281836299796
740.0,4600.0,38.0,360.0,10.2,380.0,1100.0,2.9376988642640365
890.0,4200.0,98.0,380.0,7.7,380.0,1475.0,3.049791563149313
820.0,1600.0,108.0,300.0,9.2,380.0,775.0,2.952624671291091
330.0,4900.0,203.0,380.0,7.7,380.0,1000.0,3.071948992418818
260.0,3200.0,38.0,380.0,7.7,380.0,1375.0,3.4229377973053756
1020.0,5300.0,23.0,380.0,6.7,380.0,625.0,3.9092847446303898
950.0,4400.0,113.0,380.0,5.7,380.0,1200.0,3.8269149631573116
